OverallQual,YearBuilt,YearRemodAdd,LotFrontage,TotalBsmtSF,GrLivArea,GarageArea,SalePrice
6,1975,1975,24.0,855.0,1456,460.0,158093.5
7,1977,1977,24.0,1055.0,1055,440.0,162229.67
8,2007,2007,98.0,1582.0,1582,905.0,294027.31
8,2007,2007,105.0,2418.0,2464,650.0,452659.75
9,2007,2007,104.0,1950.0,1950,706.0,381676.18
9,2006,2006,108.0,1850.0,2748,850.0,409044.97
10,2005,2006,96.0,1620.0,2790,1150.0,373802.93
9,2005,2005,102.0,1414.0,2331,1003.0,378139.71
8,2007,2007,74.0,948.0,2088,656.0,278342.0
8,2004,2004,85.0,1148.0,2332,756.0,326937.74
10,2003,2003,106.0,2535.0,2470,789.0,495105.41
8,2003,2004,92.0,1603.0,1575,732.0,284804.99
8,2001,2002,130.0,1479.0,2649,746.0,351481.56
8,2003,2003,112.0,1765.0,2690,795.0,351011.06
9,2008,2008,58.0,1858.0,1866,870.0,328676.74
7,2005,2005,135.0,1367.0,1367,484.0,198779.93
9,2007,2008,89.0,1800.0,1800,944.0,319654.39
8,2006,2007,48.0,1342.0,1342,550.0,236551.75
8,2006,2007,48.0,1342.0,1342,550.0,223224.52
7,2003,2004,36.0,764.0,1626,474.0,184310.81
7,2003,2003,49.03,1415.0,1455,644.0,213139.35
7,2004,2004,48.5,1393.0,1576,668.0,228655.28
7,2007,2008,53.0,1146.0,1246,428.0,183090.71
6,2004,2004,80.0,789.0,1515,393.0,178651.09
7,2002,2003,63.93,840.0,1720,400.0,189916.9
7,2003,2003,67.2,847.0,1986,434.0,219684.38
7,2007,2008,55.0,1350.0,1358,484.0,215786.49
7,2000,2001,71.0,982.0,1892,431.0,207876.62
7,2002,2002,67.05,707.0,1414,403.0,172794.24
7,1999,2000,41.0,1037.0,2322,400.0,245094.9
7,1999,1999,77.0,831.0,1651,450.0,187439.41
8,1997,1997,84.0,1173.0,2199,516.0,255004.31
9,2000,2000,104.59,1519.0,2172,687.0,310707.05
8,1998,1998,136.0,1982.0,2006,938.0,365665.56
7,1996,1997,97.0,1064.0,2125,576.0,254451.11
8,1995,1995,86.85,1242.0,2501,751.0,302443.26
7,1993,1994,91.0,1080.0,2197,783.0,271540.1
7,2006,2006,74.0,1578.0,1578,642.0,233829.71
8,2007,2007,73.0,1341.0,1861,851.0,253354.09
8,2007,2008,80.0,955.0,1874,880.0,284555.3
8,2006,2007,87.0,1460.0,1460,480.0,237258.36
8,2007,2008,72.0,1363.0,1372,588.0,230702.01
8,2007,2007,85.0,1660.0,1660,660.0,255671.39
7,2007,2008,62.0,1218.0,1218,462.0,211038.12
6,2003,2003,68.0,835.0,1696,542.0,191802.52
7,2003,2004,67.0,835.0,1663,478.0,196101.82
6,2005,2006,63.0,1175.0,1175,0.0,152729.23
7,2007,2007,81.0,1162.0,1162,483.0,181977.5
6,1995,1995,65.0,754.0,1609,525.0,184655.78
6,1993,1994,50.0,886.0,1680,474.0,189410.87
7,1994,1995,43.0,832.0,1657,483.0,198830.92
6,2001,2001,65.0,827.0,1677,627.0,194551.92
7,1992,1992,75.0,836.0,1737,506.0,208475.9
5,1963,1963,70.0,984.0,984,384.0,126243.68
5,1961,2007,75.0,864.0,864,420.0,133657.5
5,1968,1968,65.0,890.0,890,308.0,121131.54
5,1963,1963,60.0,864.0,864,276.0,114733.83
6,1974,1974,95.0,1430.0,1430,484.0,182300.5
5,1972,1972,70.0,1001.0,1641,490.0,156037.69
6,1990,1991,87.74,930.0,2683,473.0,227072.8
9,1993,1994,105.0,1848.0,2786,636.0,337623.0
7,2004,2005,37.0,1235.0,1245,495.0,184867.99
6,2005,2005,30.0,600.0,1200,480.0,144959.28
7,2007,2007,30.0,689.0,1392,540.0,150686.16
6,1999,1999,24.0,744.0,1549,440.0,172708.85
9,2000,2000,37.89,1614.0,1638,495.0,261269.3
9,2001,2001,37.81,1310.0,1310,545.0,230098.56
9,2001,2001,42.0,1419.0,1419,588.0,272322.91
9,1999,2000,35.0,1557.0,1557,484.0,249052.97
7,1999,2000,24.0,672.0,1404,462.0,160646.97
7,2001,2001,79.0,858.0,1789,546.0,205036.99
8,1999,1999,24.0,960.0,1586,480.0,184644.85
8,1999,2000,24.0,960.0,1607,480.0,195533.85
10,1998,1999,36.0,970.0,2393,846.0,302302.3
8,1995,1995,22.0,1230.0,1239,477.0,216914.34
9,1977,1977,93.19,994.0,2944,864.0,346110.31
8,1976,2007,103.0,1426.0,1671,550.0,292404.53
7,2002,2002,68.76,952.0,1812,469.0,203109.0
6,1969,1969,92.87,1427.0,1427,516.0,172694.4
6,1968,1968,85.0,1740.0,1740,512.0,168514.55
7,1967,1967,64.73,1620.0,1620,578.0,221754.76
5,1965,1965,75.0,1625.0,1625,484.0,135489.27
5,1968,1968,73.0,732.0,1464,470.0,155321.05
5,1965,2005,65.0,912.0,925,576.0,131575.75
5,1965,1965,72.0,1728.0,1728,576.0,138513.26
7,1971,1971,89.48,825.0,1670,464.0,181701.27
5,1956,1956,74.0,0.0,1014,267.0,104296.43
5,1961,1961,90.0,1114.0,1114,451.0,132287.0
5,1960,2000,95.63,1118.0,1118,264.0,142418.25
4,1937,1950,50.0,348.0,906,231.0,85714.11
5,1960,1960,80.0,1296.0,1496,450.0,161725.0
5,1950,2006,80.0,572.0,1337,264.0,127667.93
5,1953,1953,63.0,1036.0,1036,312.0,129676.75
6,1966,1999,90.0,1104.0,1988,480.0,207346.39
5,1957,1957,74.0,1176.0,1176,292.0,129302.86
5,1959,1998,82.0,1248.0,1440,480.0,160427.25
6,1958,1958,90.0,1395.0,1570,441.0,173207.7
5,1956,1958,75.0,1104.0,1104,384.0,138052.5
5,1952,1952,60.0,720.0,882,240.0,110335.0
5,1953,1953,102.0,1152.0,1152,636.0,141432.5
5,1953,1953,80.87,984.0,950,400.0,127347.0
6,1957,1957,95.0,998.0,1790,540.0,171726.7
5,1957,1982,71.0,0.0,1764,301.0,139530.52
5,1957,1957,76.0,1824.0,1824,484.0,136451.54
4,1948,1950,60.0,0.0,869,390.0,87153.66
5,1925,1950,45.0,747.0,1159,288.0,108110.87
4,1940,2005,60.0,672.0,672,308.0,94520.32
5,1922,1950,60.0,892.0,1436,1488.0,135491.53
5,1968,1968,78.0,912.0,1044,372.0,130861.93
7,1958,2001,76.0,1312.0,1312,495.0,179001.13
6,1960,1993,84.05,1081.0,1081,401.0,149087.5
5,1951,1951,60.0,876.0,876,576.0,119188.97
5,1959,1959,80.0,1256.0,1256,311.0,147554.09
5,1962,1962,80.0,1027.0,1027,299.0,132106.75
6,1948,1950,60.0,768.0,1320,576.0,133309.0
6,1954,1954,64.0,936.0,984,280.0,114528.75
6,1954,1954,60.0,854.0,1278,240.0,117680.79
5,1961,1961,113.0,1800.0,1800,0.0,131035.64
5,1955,1967,60.0,768.0,1588,480.0,148111.96
5,1954,1954,60.0,825.0,825,350.0,112726.5
5,1963,1963,69.0,1117.0,1117,264.0,131668.5
6,2008,2008,56.0,192.0,1133,308.0,114192.9
5,1948,2005,57.0,780.0,1323,400.0,120522.04
5,1910,2003,80.0,680.0,1360,330.0,114113.27
5,1940,1950,60.0,672.0,672,256.0,93417.3
6,1915,2005,60.0,728.0,1456,308.0,134921.99
4,1910,1996,63.0,828.0,1594,0.0,123710.6
4,1940,1985,63.0,801.0,1656,440.0,133522.18
5,1920,1950,81.0,936.0,1740,225.0,140281.0
7,1920,2006,60.0,931.0,1027,0.0,134921.3
6,1940,1950,60.0,884.0,1436,828.0,152144.8
5,1910,1950,60.0,481.0,899,200.0,87333.28
5,1890,1996,44.0,684.0,1080,0.0,99596.17
5,1946,1950,75.0,904.0,1499,869.0,147084.37
2,1946,1950,62.0,407.0,407,297.0,72204.25
3,1949,1992,103.0,448.0,1588,0.0,118801.82
5,1900,2006,69.0,797.0,1627,420.0,132301.57
7,1920,1965,53.0,624.0,1450,288.0,142524.12
5,1900,2003,69.0,346.0,1017,308.0,102975.0
5,1920,1960,60.0,973.0,2350,393.0,140715.2
5,1905,2005,60.0,572.0,1540,0.0,134071.0
2,1920,1950,60.0,723.0,1086,400.0,79152.01
7,1890,1999,60.0,1313.0,2495,342.0,256247.01
5,1959,1959,65.0,984.0,984,308.0,118280.69
4,1958,2006,52.0,869.0,1093,308.0,111544.05
5,1928,1983,55.0,1008.0,1143,288.0,120569.07
7,1945,1950,72.81,672.0,1668,252.0,158686.05
5,1935,1950,58.75,1024.0,1738,240.0,139752.2
5,1941,2006,50.0,672.0,1210,240.0,117910.08
6,1900,2000,59.0,554.0,1290,200.0,112787.74
6,1940,1989,50.0,981.0,1672,240.0,155352.0
5,1924,2003,50.0,949.0,949,370.0,108311.0
6,1937,2000,50.0,825.0,1497,672.0,147629.2
6,1939,1950,50.0,739.0,1342,240.0,118928.58
6,1926,1950,50.0,992.0,1013,160.0,110655.04
5,1920,1997,60.0,565.0,1216,355.0,113573.83
4,1946,1950,99.0,588.48,896,280.0,122388.76
4,1929,1950,52.0,704.0,1136,336.0,102124.33
5,1945,1995,52.72,0.0,808,164.0,93584.0
7,1939,1950,52.0,989.0,2009,400.0,182372.4
5,1923,1950,51.0,1100.0,1902,576.0,138231.7
6,1915,2004,60.0,810.0,1716,672.0,166588.75
6,1910,1983,57.0,1242.0,1984,360.0,150466.74
6,1910,1950,63.0,796.0,1609,228.0,129851.95
6,1930,1950,56.41,768.0,768,440.0,103989.36
6,1952,1952,60.0,768.0,1536,308.0,140060.25
6,1938,1958,60.0,1272.0,1969,400.0,152553.0
5,1915,1978,67.16,880.0,1308,400.0,111505.02
6,1925,1992,60.0,1040.0,1040,320.0,117579.05
6,1925,1950,62.0,768.0,1236,384.0,118624.51
5,1912,1991,60.0,451.0,759,576.0,105032.47
3,1915,1950,60.0,536.0,1344,0.0,79744.93
5,1947,1993,82.0,1046.0,1054,240.0,118790.25
5,1963,1963,97.93,981.0,1075,440.0,135902.0
6,1978,1978,80.0,1008.0,1096,484.0,153806.9
5,1967,2005,68.0,992.0,992,294.0,140042.0
6,1978,1978,70.2,450.0,1034,504.0,138005.5
5,1967,1967,92.86,1073.0,1073,270.0,135790.85
5,1984,1984,66.85,1060.0,1126,506.0,145554.25
5,1920,1950,60.0,1300.0,1140,400.0,118501.36
5,1963,2003,94.0,960.0,960,300.0,134777.75
6,1956,1956,88.0,988.0,1188,621.0,158563.5
5,1960,1960,91.36,988.0,1721,626.0,172725.5
5,1941,1973,63.0,576.0,1350,627.0,127522.76
5,1970,1970,83.71,864.0,904,912.0,132955.0
7,1979,1979,82.0,1524.0,1524,478.0,219927.95
7,1948,1950,50.0,570.0,1079,249.0,134457.65
5,1940,2007,85.0,1580.0,1518,0.0,164385.09
5,1956,1956,68.0,1509.0,1509,322.0,160373.25
5,1975,1975,50.0,864.0,864,0.0,116839.5
6,1962,2001,50.0,621.0,1269,280.0,123400.54
6,1995,2002,93.06,1077.0,2814,614.0,225201.5
7,1994,1994,80.0,1602.0,1626,534.0,230780.62
7,1993,1994,84.67,812.0,2200,453.0,230597.5
7,1996,1996,85.0,672.0,2037,472.0,234979.29
7,2007,2007,65.0,628.0,1356,484.0,174183.88
8,2007,2007,65.0,1615.0,1615,864.0,254110.34
9,2008,2008,91.0,2271.0,2276,1348.0,433727.36
9,2008,2008,91.0,1751.0,1766,874.0,327622.41
8,1995,1995,107.79,1401.0,1511,811.0,269916.67
6,1966,1966,64.78,1182.0,1643,438.0,181436.07
5,1994,1994,65.0,990.0,990,528.0,145486.0
7,1997,1998,71.06,1418.0,1418,558.0,203072.15
6,1997,1997,100.11,864.0,1771,600.0,208148.8
7,2000,2000,68.0,782.0,1652,532.0,198961.05
7,2000,2001,75.0,928.0,1823,626.0,213584.48
5,1978,1978,98.92,864.0,1174,528.0,146757.66
5,1975,1975,78.4,1076.0,1076,576.0,136767.8
5,1975,2001,40.0,864.0,1558,440.0,170883.22
7,2001,2001,85.45,1257.0,2161,570.0,240419.87
9,2001,2002,72.04,1357.0,1947,725.0,306003.45
8,2002,2003,76.36,1778.0,1786,715.0,332921.2
7,2003,2003,41.0,1129.0,2327,596.0,256704.8
8,1999,2000,96.0,850.0,1764,560.0,226607.84
6,2004,2004,37.41,848.0,848,420.0,142030.0
6,1997,1998,83.0,1838.0,1838,721.0,195830.28
7,2004,2004,75.0,1445.0,1445,470.0,191466.94
7,2007,2007,85.0,1564.0,1564,814.0,222145.33
7,2007,2007,74.0,1351.0,1361,610.0,200304.99
5,1966,1966,75.0,1092.0,1092,264.0,138293.25
5,1976,1976,64.0,456.0,1033,504.0,131849.0
6,1976,1976,65.0,1127.0,1127,480.0,146079.9
6,1977,1977,66.85,1029.0,1117,542.0,150550.4
6,1976,2001,72.0,684.0,1398,440.0,156129.5
5,1959,1996,123.0,0.0,3820,624.0,198075.78
4,1955,1955,65.0,0.0,1152,0.0,82169.39
4,1955,1955,74.0,0.0,1152,0.0,87679.09
4,1955,1955,56.0,784.0,784,0.0,101244.11
5,1938,2007,60.0,585.0,1053,0.0,96473.12
5,1947,1993,57.0,0.0,1137,0.0,104699.08
4,1953,1953,68.0,911.0,930,286.0,114910.13
4,1954,1954,62.0,416.0,1204,312.0,109858.81
4,1923,2008,67.0,949.0,1292,205.0,110760.81
7,1921,1950,60.0,1228.0,1424,312.0,154786.65
6,1930,1950,64.0,960.0,1920,480.0,156159.51
6,1926,1950,66.0,644.0,1316,369.0,126420.63
6,1914,1995,63.0,676.0,1264,400.0,127551.34
8,1925,1997,54.0,798.0,1512,180.0,190800.0
6,1923,1950,88.84,784.0,1603,599.0,161773.82
5,1937,1995,86.31,942.0,1938,240.0,179544.44
5,1938,1950,70.12,884.0,1374,225.0,111928.5
6,1951,1951,79.0,1091.0,1091,344.0,138936.5
8,1935,1950,100.0,608.0,1873,786.0,244101.61
7,1950,2000,70.0,832.0,2161,506.0,215470.04
5,1956,1956,56.0,1898.0,1898,484.0,188191.4
6,1980,1980,24.0,516.0,1032,462.0,119547.5
6,1926,1998,50.0,894.0,919,195.0,109485.33
6,1940,2006,60.0,720.0,1090,240.0,106719.04
5,1930,1950,58.0,780.0,1200,0.0,106530.38
5,1967,1967,75.0,624.0,1656,288.0,141994.64
5,1930,1995,60.0,520.0,912,360.0,102533.93
5,1958,1958,75.0,1151.0,1955,356.0,156557.5
1,1952,1952,80.0,0.0,733,487.0,77108.74
4,1895,1950,60.0,173.0,1361,185.0,92648.58
4,1910,2000,52.0,356.0,1049,195.0,71511.78
4,1920,1950,60.0,592.0,864,216.0,77633.53
8,2007,2008,44.0,1596.0,1648,525.0,321744.34
7,2004,2005,44.0,1594.0,1646,482.0,248616.59
7,1996,1997,122.16,1840.0,2032,786.0,248168.33
7,1996,1997,96.44,910.0,1820,816.0,210752.19
5,1976,1976,76.0,0.0,1872,484.0,146013.32
4,1991,1991,74.0,1680.0,1689,432.0,181699.5
7,1986,1986,42.0,1277.0,1501,512.0,201510.47
8,2006,2007,74.0,1518.0,1537,788.0,290277.21
8,2007,2007,107.0,920.0,1780,612.0,258585.4
5,2006,2007,73.0,352.0,1442,400.0,163748.94
7,2008,2008,81.0,796.0,1612,666.0,219865.4
6,1989,1989,75.0,1495.0,1495,438.0,175256.95
6,1986,1986,93.0,1256.0,1256,578.0,173072.2
8,2003,2003,82.0,1432.0,1440,467.0,256858.46
6,1999,2000,69.71,1666.0,1675,435.0,196143.77
8,2007,2007,79.0,1884.0,1728,520.0,287185.32
8,2005,2006,85.0,1964.0,1964,892.0,368820.3
7,1997,1998,97.0,1344.0,1344,784.0,192188.75
5,2007,2008,77.0,1092.0,1092,0.0,119265.75
6,1997,1997,32.0,1189.0,1189,392.0,169204.8
4,1964,1964,150.0,1200.0,1200,850.0,149084.25
5,1975,1975,43.37,1040.0,1040,499.0,136669.75
5,1976,1976,41.0,550.0,1475,336.0,136093.64
4,1973,2006,21.0,526.0,988,297.0,93122.5
4,1973,1973,21.0,462.0,988,297.0,90414.0
5,1968,1968,137.05,1113.0,1160,257.0,144849.84
6,1970,2007,21.0,546.0,1092,0.0,100896.54
5,1983,1983,59.0,816.0,816,264.0,123270.59
5,1982,2005,60.0,845.0,845,264.0,126289.0
5,1984,1984,74.0,864.0,889,484.0,138749.5
5,1900,1950,116.23,686.0,1836,288.0,136624.94
6,1971,1971,85.0,1587.0,1587,525.0,176993.55
6,1997,1997,56.0,384.0,1384,390.0,153529.2
6,1994,1994,60.75,392.0,1694,398.0,178040.61
6,1999,2000,67.96,923.0,1714,451.0,194511.9
7,1996,1996,63.0,691.0,1553,420.0,189945.65
6,1999,2003,60.0,938.0,2299,482.0,200249.73
7,1992,1993,89.62,1168.0,1187,420.0,172451.31
6,1993,1994,65.83,903.0,1642,392.0,179977.55
6,1964,1964,160.0,1302.0,1128,480.0,149000.06
8,1988,1988,38.0,1166.0,1179,480.0,192389.0
8,1990,1990,35.0,1312.0,1321,484.0,211704.91
8,2005,2005,98.0,1149.0,2541,729.0,336585.46
9,2006,2007,52.0,2660.0,2338,1110.0,407202.03
5,1969,1990,195.0,1100.0,1424,828.0,171479.0
9,2006,2006,61.0,1612.0,1612,556.0,261613.51
8,2006,2006,85.0,2220.0,2234,724.0,366384.9
10,2006,2007,81.0,1742.0,2042,724.0,361292.08
6,1984,1984,86.67,1284.0,1284,480.0,163966.7
7,1981,2003,78.0,725.0,1479,484.0,186409.36
7,1978,1985,93.0,1529.0,1664,663.0,234618.54
7,1979,1979,61.0,780.0,1930,481.0,207877.15
6,1984,1984,79.0,1153.0,1177,495.0,163874.5
6,1979,1999,80.0,1259.0,1353,478.0,168811.5
6,1971,1971,128.0,1625.0,1220,944.0,169815.9
7,1976,1976,64.0,1228.0,1324,585.0,173585.31
6,1974,1974,80.0,1084.0,1877,488.0,183576.0
5,1970,1990,63.0,925.0,1422,576.0,153618.67
5,1970,2002,66.0,914.0,914,368.0,116300.99
4,1961,1961,95.68,914.0,914,270.0,117638.87
6,2001,2001,33.0,1337.0,1337,511.0,169836.76
6,1997,1998,26.0,1405.0,1337,522.0,173547.45
6,1973,1973,21.0,525.0,1092,264.0,96146.0
6,1973,1973,21.0,672.0,1218,264.0,108263.62
7,1978,1978,24.0,1061.0,1055,319.0,156220.01
5,1966,1966,65.0,988.0,988,360.0,129469.5
9,2006,2007,96.0,1790.0,1816,730.0,331731.62
8,2006,2007,91.0,1694.0,1694,856.0,278525.92
8,2007,2007,110.0,2108.0,2122,938.0,402883.77
9,2007,2007,107.0,1934.0,2656,1040.0,422332.92
8,2006,2007,110.0,1108.0,2550,670.0,336018.39
10,2005,2006,105.0,1994.0,2046,878.0,403874.57
9,2007,2007,107.0,2552.0,2552,932.0,486636.43
9,2005,2006,118.0,1704.0,2758,814.0,364910.59
10,2007,2007,59.0,2320.0,2290,1174.0,443375.79
8,2007,2008,134.0,1582.0,2152,728.0,272493.13
8,2007,2007,82.0,918.0,2100,786.0,309905.24
9,2006,2006,94.0,1802.0,1802,843.0,299938.18
8,2004,2004,99.0,1706.0,2956,916.0,366607.48
8,2003,2003,110.0,1317.0,2385,818.0,328987.44
8,2007,2007,105.0,895.0,1818,774.0,286474.27
7,2005,2006,70.0,1614.0,1614,878.0,230435.64
8,2005,2005,71.0,1721.0,1721,554.0,246292.46
8,2006,2007,92.0,1298.0,1828,876.0,243226.65
6,2005,2006,34.0,1302.0,1302,631.0,173548.77
6,2005,2006,34.0,1302.0,1302,631.0,174428.52
6,2005,2006,41.0,1362.0,1362,460.0,175985.24
8,2006,2006,34.0,1554.0,1554,627.0,226629.14
9,2005,2005,48.0,1577.0,1577,564.0,278560.03
8,2006,2006,48.0,1324.0,1324,550.0,226440.89
7,2003,2003,48.0,1405.0,1405,478.0,203479.13
6,2007,2007,59.0,768.0,1496,572.0,174543.0
6,2005,2006,65.0,768.0,1536,400.0,176094.37
7,2006,2007,58.0,608.0,1458,454.0,182756.92
6,2006,2006,62.0,738.0,1495,440.0,176919.03
6,2006,2007,63.0,698.0,1746,350.0,182013.93
6,2005,2005,88.0,1326.0,1326,388.0,176385.08
6,2007,2007,72.0,752.0,1504,440.0,179581.05
7,2007,2007,64.0,728.0,1456,400.0,176606.92
7,2007,2007,64.0,1246.0,1258,462.0,175679.53
8,2003,2003,48.84,1406.0,1589,630.0,263247.49
7,2007,2007,53.0,1266.0,1266,388.0,168948.26
7,2004,2005,65.0,835.0,1119,437.0,178323.4
7,2004,2004,87.0,384.0,1374,400.0,171832.14
7,2006,2006,59.0,1510.0,1525,534.0,215737.07
7,2003,2003,101.79,384.0,1394,400.0,168598.0
7,2003,2003,63.0,847.0,1948,434.0,212494.99
7,2002,2002,68.23,854.0,1995,435.0,218024.76
6,2000,2000,58.0,915.0,1690,442.0,182060.74
6,1999,2000,59.0,941.0,1644,460.0,181764.35
8,1997,1998,100.0,1779.0,2551,925.0,350798.57
9,1998,1998,89.0,1408.0,3078,806.0,358998.44
8,1998,1999,74.0,1389.0,2582,758.0,317327.04
7,1998,1998,83.0,1066.0,2385,600.0,257675.67
8,1992,1993,88.0,1105.0,2202,517.0,256293.97
8,1996,1997,82.0,1325.0,2538,933.0,339836.9
7,2007,2007,75.0,1369.0,1369,605.0,208148.65
8,2007,2007,91.0,1542.0,1542,852.0,293257.51
8,2006,2006,76.0,1524.0,1534,484.0,237233.45
10,2007,2007,98.0,1966.0,1966,1092.0,383852.7
7,2007,2007,85.0,1528.0,1528,480.0,222346.92
8,2005,2005,74.0,1538.0,1538,484.0,238781.84
7,2005,2006,70.0,1494.0,1506,672.0,220245.74
7,2006,2006,70.0,982.0,1977,574.0,232092.1
8,2006,2006,75.0,1302.0,1830,859.0,246709.2
8,2007,2007,72.0,1338.0,1338,598.0,229412.38
7,2006,2007,75.0,1335.0,1335,575.0,199418.46
8,2007,2007,72.0,896.0,1792,590.0,238686.08
5,2007,2007,81.0,725.0,1588,561.0,156842.91
8,2007,2007,112.0,955.0,1880,880.0,295455.12
8,2007,2007,84.0,1574.0,1584,594.0,265398.03
8,2006,2006,100.0,1685.0,1685,658.0,262692.55
6,2004,2004,85.0,1158.0,2443,744.0,214117.6
6,2006,2007,63.0,1100.0,1100,0.0,130252.63
7,2006,2006,63.0,1143.0,1143,0.0,148734.91
5,2003,2004,60.0,1094.0,1094,576.0,150328.34
7,2006,2006,65.0,1461.0,1486,566.0,207491.48
6,1993,1997,97.37,864.0,1820,492.0,193657.85
6,1980,1980,50.0,630.0,1266,283.0,120993.88
5,1977,1977,64.0,894.0,894,308.0,114358.09
5,1968,1968,84.0,1040.0,1040,686.0,136765.8
7,1990,1990,108.09,1223.0,2503,564.0,254001.58
5,1974,1974,44.0,1037.0,1037,431.0,143178.39
6,1973,2006,43.0,1044.0,1055,542.0,154017.0
8,2004,2004,45.0,1378.0,1378,540.0,224060.34
8,2006,2007,80.0,1141.0,1151,484.0,192488.32
8,2006,2007,32.0,1511.0,1565,476.0,221931.88
7,2006,2007,40.0,1352.0,1352,466.0,207098.34
8,2006,2007,30.0,1550.0,1550,528.0,224027.13
6,1999,1999,24.0,744.0,1501,440.0,172162.0
6,2000,2000,24.0,756.0,1573,440.0,169623.03
7,1999,2000,73.0,1339.0,1358,625.0,167730.03
8,2003,2004,81.26,1054.0,2048,552.0,247674.41
8,1998,1998,106.0,1220.0,2362,1105.0,297130.09
8,1994,1995,50.0,1494.0,1494,478.0,239100.0
7,1980,1980,80.0,2002.0,2362,546.0,273957.39
8,1981,1981,94.0,2461.0,2497,676.0,393993.7
6,1968,1968,78.0,912.0,1152,412.0,135344.04
6,1970,1970,80.0,1008.0,2411,570.0,207497.5
6,1969,1969,77.65,973.0,1082,480.0,146711.75
6,1968,1968,130.0,1295.0,1295,528.0,158808.35
7,1972,1987,108.0,1124.0,1610,515.0,187223.76
7,1993,1993,80.0,1594.0,1594,472.0,213634.74
7,1993,1993,78.0,1148.0,2075,473.0,242077.63
6,1966,1966,88.0,1093.0,1093,484.0,150426.31
6,1963,1963,80.0,1052.0,1052,311.0,145489.0
5,1967,1993,70.0,949.0,1107,308.0,132701.91
4,1964,1964,84.8,0.0,1224,530.0,100029.68
5,1956,1956,74.0,894.0,1074,396.0,122242.66
5,1961,1961,58.81,864.0,1187,440.0,135946.49
5,1961,1961,76.0,964.0,964,784.0,135128.5
5,1960,1960,70.0,894.0,894,312.0,114593.0
7,1966,1966,80.0,1174.0,1200,440.0,162500.1
6,1965,1965,80.0,1042.0,1042,440.0,146155.0
6,1964,1997,80.0,845.0,2154,539.0,199654.9
6,1964,1964,89.82,1130.0,1374,286.0,150806.5
6,1959,1991,148.84,1592.0,1652,510.0,190142.5
5,1940,1996,85.0,822.0,908,512.0,126720.0
3,1946,1950,50.0,666.0,666,0.0,64240.37
3,1945,1950,51.0,370.0,670,0.0,63546.31
5,1958,2000,50.0,808.0,808,308.0,116113.33
5,1955,1955,80.0,1078.0,1150,288.0,136901.0
5,1968,1968,63.0,1560.0,1560,792.0,131789.79
5,1966,1966,81.93,793.0,1280,432.0,140869.5
6,1961,1961,100.0,1218.0,1254,525.0,161814.5
6,1957,1999,73.0,936.0,936,315.0,136511.5
5,1956,1956,65.0,1008.0,1008,308.0,125802.96
5,1963,1963,60.0,1053.0,1053,692.0,134914.4
5,1960,1960,70.0,1144.0,1144,336.0,129940.75
6,1957,1969,80.0,1331.0,1721,464.0,165082.05
5,1957,1957,72.0,922.0,922,308.0,119217.5
5,1955,1975,70.0,1204.0,1411,310.0,154439.66
5,1955,1955,75.0,1216.0,1216,336.0,139401.34
5,1953,2006,60.0,864.0,1154,336.0,131508.71
5,1958,1958,70.0,1560.0,1560,484.0,130046.33
6,1952,1952,60.0,948.0,948,410.0,125787.34
6,1953,1953,68.0,1040.0,1040,293.0,135227.58
5,1956,2003,71.0,925.0,925,252.0,117948.4
4,1955,1955,55.0,1190.0,1540,352.0,125847.1
5,1955,1955,70.0,923.0,925,390.0,122729.0
4,1953,1953,75.0,1105.0,1647,280.0,153425.0
5,1952,1952,87.48,924.0,924,420.0,118017.5
4,1890,2006,60.0,925.0,1544,0.0,126347.99
5,1953,2004,84.05,1216.0,1728,371.0,147033.69
5,1935,2007,113.0,666.0,3086,1200.0,183464.38
4,1925,1993,60.0,1151.0,1281,580.0,122871.39
5,1895,1999,60.0,736.0,1534,0.0,135323.26
7,1963,1999,93.0,725.0,1651,276.0,183001.14
5,1961,1961,75.0,920.0,888,240.0,116280.5
6,1968,1968,66.0,952.0,952,288.0,128476.83
5,1950,1950,60.0,864.0,1238,357.0,114094.8
5,1959,2003,70.19,1040.0,1040,286.0,135998.25
5,1958,1958,70.0,1170.0,1170,338.0,144309.0
5,1960,1960,70.0,1242.0,1242,324.0,145700.89
5,1960,1960,80.0,1377.0,1377,351.0,153035.25
5,1961,1961,70.0,0.0,925,300.0,106131.5
5,1962,1962,60.0,864.0,864,294.0,110194.98
5,1962,1962,66.0,896.0,936,288.0,120893.83
5,1926,1980,60.0,850.0,960,576.0,112090.58
6,1927,1950,50.0,845.0,1296,576.0,121438.54
5,1922,1950,56.0,1022.0,1022,184.0,110061.65
5,1920,1990,56.0,967.0,967,180.0,103929.9
5,1940,1950,60.0,808.0,1072,379.0,114362.67
5,1900,2006,120.0,680.0,1174,576.0,129106.82
4,1900,1950,50.0,570.0,1141,252.0,95448.26
4,1900,1950,57.0,1075.0,1798,342.0,130884.9
8,1910,1999,69.43,725.0,1772,816.0,231947.48
6,1927,1950,53.0,728.0,1642,374.0,139504.72
5,1910,1950,35.0,616.0,1232,480.0,119842.64
6,1910,1990,56.0,926.0,1650,468.0,151122.27
5,1930,2005,60.0,687.0,1358,336.0,124190.76
7,1879,1987,75.0,819.0,2454,576.0,212198.59
4,1956,1956,52.0,0.0,968,331.0,97608.13
4,1949,2002,76.0,0.0,1382,384.0,120400.75
5,1925,1994,55.0,756.0,1060,308.0,109501.37
